,tweet,label
9155,"him texteo in order to my sister : "" HOY BRUNCHH , IM DYING exclamation mark "" she : "" Ya me myself fui , no thank you vuelvo until times the night . "" because myself hace this ? Tengo famine :(",negative
9156,""" but dont fuck hers , then try to fuck mine "" JAJAJA",negative
9157,today myself siento pretty senior ...,positive
9158,tale mostly ... and the off ms microclimate leer and leer and leer,positive
9159,wow this one night exclamation mark,positive
9160,ha-ha llevo diciendo it everything the day .. no thank you he fact nothingness im so fucked hehe,negative
9161,em me not even pense it exclamation mark Hello thy voice microclimate super not threatning at all exclamation mark,positive
9162,mira the video that tee mande exclamation mark pleaseee ha-ha,positive
9163,me quiero that that one kind myself estire thus ;) oh my God lord that bello exclamation mark,positive
9164,""" all my bitchess love myself , i love all my bitchess "" ha-ha",neutral
9165,two alarmas in order to finish off leer . Guess just gues how many fucks I gave ...,negative
9166,ratchet songs myself dieron appetite off view viedos off The Maury show ... procrastination,neutral
9167,I know exclamation mark :/ myself da tad asco/miedo,positive
9168,microclimate my spirit beast,positive
9169,"- "" donde this one the OFF ? "" my cousin : "" on the sitio that one donde this one the lavadora ... ugh they myself oblivion the given name "" - em ... the laundry ? JAJAJAJJA",positive
9170,tengo tad that go ... so im hoing to sleep my problems away hehe,positive
9171,leer the On behalf of the admissions committee Congratulations exclamation mark myself hace the day :),neutral
9172,quiero an weekend that no thank you this one pensando on the mierdas that tengo that go off the escuela ..,negative
9173,the gente hablando off my avi today ... shut up I 'm famous exclamation mark,positive
9174,r&b and baking with,positive
9175,""" : "" smell my dick ? wait in order to minute , hold uup exclamation mark """" JAJAJA ESA PARTE ME MATA exclamation mark",positive
9176,""" : John Legend will sing at my wedding and thats finale "" if i ever marry exclamation mark boo you invited exclamation mark jajsjs",positive
9177,dandole favorite in order to everything sans love -.-,negative
9178,immediately hice the header and the title ... am I done ?,negative
9179,""" : No he fact nothingness , no thank you quiero go nothingness "" PREACH exclamation mark",positive
9180,no thank you they that go ... 15 capitulos exclamation mark like lets bee royal though aint nobody got time for that,negative
9181,now the that queda off strike through del bucket list microclimate pretty little :(,negative
9182,ohhh hehe luck,neutral
9183,llego in order to household my sis no thank you this one and no thank you tengo valve ... greatt just great,negative
9184,jajajaja I wish me falto myself quedo on household i got no thank you car ...,positive
9185,JAJAJAJ del drink that one that thy and thy friend created that taste like medice + shit,negative
9186,jajajaaja aha me no thank you puede ser that myself dio booty popping ha-ha,positive
9187,on repeat toda the night ... JAJAJAJ,positive
9188,semester from hell ... afterwards off the practicas my verve no thank you da in order to nothingness,negative
9189,jajajajaja that one show is gold exclamation mark,positive
9190,"me al finale del examination : "" Im done bye . Me voy no thank you myself they the ultima "" teacher : "" no thank you , pecosa tee sientas that tee him sabes "" me : YOU DONT KNOW ME ...",negative
9191,ha-ha graciass i think exclamation mark I love you,positive
9192,my life every vez that myself sale the notification that one !!,positive
9193,tuve fingernail reaction alergica in order to the face wash my heads this one sanguine huh an tomato and no thank you puedo breathe pretty ...,negative
9194,"- "" thy tienes pecas "" ... - NO SHIITTT",negative
9195,voy in order to estar on Snooze everything the day ...,negative
9196,you have much to learn little grasshopper Jajaja,positive
9197,on the gym suena fingernail alarma if you grunt exclamation mark jajajaja,neutral
9198,They 're probably are going to make some badass corridos about the chapo,positive
9199,acabo off checkiar the mia the pan off dios that one myself dio 80 on participation exclamation mark How the fuck is that possible ?,positive
9200,La sister microclimate now,positive
9201,jajajaj its incredibly relatable,positive
9202,ok so my nap fue off 9 horas ... fortuneteller anyone no thank you pudo study -.-,negative
9203,aha eta exclamation mark im pissed exclamation mark,negative
9204,Dile Hi from his favorite and best student STEPHANIE C       and that viva the America,positive
9205,jajajaa fingernail Thing in order to the vez that I wish no thank you va ser an fail shitass exclamation mark,positive
9206,jajajajaja ok why so mad then ? tweets serios ..,negative
9207,myself motive on sociology now iff quiero go the weekend off our food tour exclamation mark and the Sunday we workput pa bajarlo to exclamation mark :) hehe,positive
9208,hay tweets that leo and myself da appetite off respond the first that pense cuando the lei ..,neutral
9209,""" : that pissass off gente , no thank you one this one despierto "" emm hi .",neutral
9210,no thank you hay practical in order to power study .... pffftt N A P T I ME exclamation mark,neutral
9211,struggling ... know that hay idiotas that immediately llegaron in order to 30 -.-,negative
9212,go out off the practical in order to study ... pfffffftttt yea sure,negative
9213,tuve an overdose off sushi,neutral
9214,""" :  I 'm too hilarious man "" jajajaj me myself rei cc :)",positive
9215,"maana va llegar an full stop that immediately voy in order to estar cansada off tell "" aww "" .... the gagging noices begin",neutral
9216,times screw naps now no thank you tengo sueo -.-,positive
9217,""" : so myself quede dormida and no thank you he estudiado off tale  ""  2",negative
9218,""" :  : myself voy in order to tug the off ferris buller ....  Take myself with you "" baby if only exclamation mark ha-ha",positive
9219,"tweets off justice del instance , tweets off comentarios out off room and tweets off the gente that they complaint off both ....",positive
9220,JAJAJA releo that one tweet and myself meo off the laughter exclamation mark ;,positive
9221,fuck this immediately no thank you voy in order to jugar ms ... sigo jugando exclamation mark,neutral
9222,myself siento huh betty crocker haciendo tantos brownies in order to maana,neutral
9223,fuck this shit off ser nena -.-,negative
9224,Mis parents no thank you creen the banana story ...,negative
9225,today microclimate the latter sleepless sleepover:'),neutral
9226,""" : times study no thank you microclimate LOL . Es times other Thing  "" ahhh me she this one estudiando ? that pueta im not doin shit",negative
9227,what ? in order to ti tee gusta ? ugh she too fake for my taste jajaj,negative
9228,A sleep goodnight,positive
9229,"oopss , only chill he doesnt follow myself on twitter hehe",positive
9230,"jajajaaja "" nigga you better stop lying before I get mad and pull out my nine "" JAJAJAA",positive
9231,shit .. no thank you tienes nothingness off testimonial ?,negative
9232,tee the juro that not even myself he reido tad on my lifetime .. myself sacor in order to donald so feel proud exclamation mark,positive
9233,I just want to slap my self hehe stop it Alexandra stop it,positive
9234,"immediately van in order to ser the 11 , * tiro the libros * fuck it myself voy in order to sleep .",negative
9235,us graduamos on two meses ... im just going to let that sink in,positive
9236,I was but not in the picture hehe,positive
9237,dont hate participate exclamation mark The Charles Peterson Movement jajajajaja,neutral
9238,hay momentos that adoro in order to my sis and on momentos the quiero slay ...,neutral
9239,i couldnt contain myself myself estaba meando off the laughter literal exclamation mark jajajajajajaj,negative
9240,two tipos estan peliando times an journal ... mtv the hace mejor ... TV gold:'),positive
9241,Ok so no thank you appetite study today ...,negative
9242,""" : Me cort the mano brincando verjas today :) "" thug life .",negative
9243,myself voy in order to scald con the sports bra ... pretty cute the such,positive
9244,thank you in order to tengo the cancion more retardadamente catchy pegada ... ughh,positive
9245,""" : "" T tienes meat """" da fuq ?",negative
9246,this one effortless ... me the that no thank you hise fueron the dbq,positive
9247,"ha-ha me they that microclimate sm no thank you microclimate pa my , only queria contestar jajaajajaj",positive
9248,she remote running in order to leerlo off homework times it same hehe she no thank you va quarrel this one ...,neutral
9249,HOYYYYYY SE FUCKING BEBEEEEEEE,positive
9250,Yo I'm pretty friendly .,positive
9251,Si only how many veces al ao they pone as on Survival ?,neutral
9252,in order to the 5pm so so,neutral
9253,tee amo more baby !! Besitos,positive
9254,Belvita Mezclando Peter pam http://t.co/tp2MVRd54c,neutral
9255,-ese booty that mataaa -una chulera -avanza and llega,negative
9256,A the Cubano !! !! !! ,positive
9257,"No suelo contestar the text rpido , sou I wish the hago sintase shitass .",negative
9258,somos mujeres atractivas  Outfit del da Blusa nen Falda tejida Pedidos 096.880.7384 http://t.co/teL5SUhGA8,positive
9259,8/10 afterwards off this pa the playa to release all this unnecessary stress,negative
9260,Looks off the semana rasheldiaz look  ,positive
9261,me viajo on southwest and cual microclimate the problem ?,neutral
9262,New beggining new colors new outfit new day . Croptop blanca Short naranja http://t.co/JwHrx9xZsg,positive
9263,Feels like -15 .. .. So today no thank you huh,negative
9264,JAJAJAJAJAJJAA rookieee,positive
9265,,neutral
9266,"Un tweet cabrn , him doy rt and myself sale "" tweet not found "" , eeeeeeso vixen",neutral
9267,Imagen Modeling by La Gatita ,neutral
9268,Sin an penis off sleepy and tengo workout in order to the 8am,positive
9269,myself too times The End,positive
9270,Day at the office . http://t.co/BZJIRigdlM,positive
9271,makeupbymariajose 's photo ,positive
9272,Girl lets rock with in order to sever exclamation mark  Un sever microclimate groovy in order to an weekend .. .! Black flower  ,positive
9273,"Este sbado nuestras alumnas on Imagen Modeling by La Gatita reciben the visitor off Monic Abbad , small  ",neutral
9274,: bebe microclimate the fucking dura,positive
9275,Papi compro spicy crab,positive
9276,Si myself das an highlighter probably vas in order to view toda the pagina amarilla .,positive
9277,Happy bday off thy Bella and other Hija !! !! !! exclamation mark Las angelitos exclamation mark http://t.co/ILWlHof2gy,positive
9278,Infarto instantneo ? I 'm in .,neutral
9279,,neutral
9280,Que rich microclimate view Netflix until that myself off sueo omg,positive
9281,: Hermosa thy and the look HOT off the hair stylist off the estrellas exclamation mark Bravo  thank you buster,positive
9282,Acabo off unveil the off life photo and im excited .,positive
9283,"I believe so , yes . En the tercer storey del midst .",positive
9284,Ahora the mode microclimate ponerle the candadito in order to thy cuenta ? De show,positive
