tweet,label
Un Fav  por el pelo electrocutado de Kronno ? XD  ,neutral
Obvio que voy a ir a Sj solo a mandar Snapchats,positive
"Claro que si , podemos asesorarle con promociones e informacin de VERIZON WIRELESS .  Cuenta usted con servicio actualmente ? ~ MV",positive
""" : kermit bellaco http://t.co/MmHeaLT7f0 "" new season de mi serie favorita .",neutral
RT : lee baby  ,neutral
RT : estar en panties es la ley,positive
Llego y el gym es mo .,negative
Lo logramos !! ! Wohoo !! http://t.co/9CrHxw2XUP,positive
"RT : con tan solo eso y ya no me puedo sacar esa parte de la cabeza , Help me , Tus raps me infectan : ' v",neutral
"No , no , nope , no , por fa ' no , jodiendaaaa",positive
RT :  Ms exclusivas de ! http://t.co/8W71I4NgBC,positive
"RT : Make this go viral y 'all , he knocked out his friend so he would n't drive drunk ",positive
"A mala hora decid entrar , los uf 's van a llover hoy con tanto imbcil",negative
RT : baby tu y yo nacimos pa morir,neutral
Se acuerdan de trivia crack ?,negative
cuando ves una latina con un sticker republicano en su computadora .. LOL LOL LOL,positive
RT : opino que la msica pop de hoy en da es mierda y nos conformamos con poco . Suerte que tu flow nos s,negative
Sabes que la economia esta mala cuando hay un combo en McDonalds por $3.99 incluyendo el Ivu . Thanks God !! !,positive
My Quote elzol1067fm http://t.co/MRAKfh7ABb,positive
"It 's not a goal , it 's a GOOOOOOLLLL ! How are you practicing your chants for the upcoming matches ?",positive
CONCIERTO COMPLETO ZARCORT Y KRONNO ft . TOWN | CHILE Y ARGENTINA | LATINOAMERICA : ,neutral
La Parada Puertorriquea NYC nomadic40 me encantaria estar ahi contigo .. . Have fun ! http://t.co/rAWUhCFy2S,positive
Ya est completamente escrito el tema de Youtubers Life con !! !    ahora falta grabar el audio y el video !! !  SOON !,positive
Una pendeja se puso handsanitizer de pumpkin spice y ahora toda la clase esta estornudando y con alergia,negative
Gracias por todos los coments ! Son todos buenos ! ^^ me alegra que os guste !   FNAF 4 VS MINECRAFT KRONNO & ZARCORT ,positive
RT : Estos downs sin razn me sacan por techo,positive
,positive
"Los naps ms ricos los cojo en casas ajenas , jurau '",negative
Me estn sonando las tripas omfg,negative
Jugando al Rocket League un rato con :D,positive
Parada Jos Mart ,positive
Flipndolo bastante con la cueva Aranui .  Aranui Cave ,positive
Yo he estado bieeen couch potato este ao,negative
"Tu siempre desayunas yogurt o porfait ? EM SI , TE MOLESTA ?",negative
2/2 Les mantendremos informados si algo cambia mediante nuestra cuenta de TWEETER y en MIVERIZON .  Gracias por su inters ! ~ MV,neutral
"Dan dislikes , comentan , hablan mal de mi , y luego dicen Z4E ! XD ni eres zomber ni viviras para siempre , mis zombers saben que es Q.L.I.S.P !",positive
RT : buen Dia a todos asi es lunes comensando la semana saludos a la Gatita y a Su staff al Dj con tremenda musica,positive
RT : Si no cantas los malianteos gritaos conmigo,positive
RT : Por eso usamos Twitter lol ,neutral
"RT :  Encontr esta perrita en la calle , pero no me puedo quedar con ella . Es bien cariosa . DM si les interesa .  ",positive
RT : El es mas hermoso cuando tan como de cada que se hace,positive
"RT : Si te regalaron de Pandora , felicidades , eres la chilla .. . A la novia/esposa se le regala de Tiffany & Co .",neutral
"Brasil venci a Chile ! Pero en Twitter ,  quin domin tus tweets ? Entrate ya en este video . . ",positive
: Tu telfono mvil tiene ms poder que :  PCs que enviaron astronautas a la luna o equipo de rayos x .,positive
"Hermosa no , y la cola demasiado o que ? Esta perfecto el vestido",positive
Este Domingo 19 Oct en Bazar Capital encontrars lo nuevo de SALHUA clothing ! Lugar : Piazza samborondn Desde 9:00 am http://t.co/lOFN0J6mZY,neutral
House es un dios,positive
Hey chicos ! Habeis comido ? Voy a bajar al Lobby del hotel ! Alguno est jugando al billar ?? XDD,positive
"tuitiar a esta hr all alone estoy casi seguro que se puede diagnosticar como "" leve esquizofrenia """,positive
"o funforlouis , ctfxc , bfvsgf , o incluso pelculas . Todos nos inspiramos de todo lo que vemos . Otra cosa es copiar .",positive
""" Deberas ser pediatra , te encantan los nios demasiado "" no , no , we 're good",positive
PQ siempre los teller tienen caras de amargados y pq no dejan q las damas se maquillen ? Ser por eso q siempre estn con esas caras,neutral
RT : cuando alguien que no es close contigo te pregunta de la vida ,negative
Esther todos los das me manda un text diciendo : Estoy tan encojonaaaaaaaaaa wow .. . Jurau jurau,neutral
Quiero Jamba Juiceeee,neutral
"CRUCURUU !! CRUCURU !! !! ! DIRECTITO BONITO !! KRONNO , LUIS Y COJO !! ! : ",positive
RT : your girlfriend should be your queen & ya homie,neutral
"RT : Este friendzone ha llegado a otro nivel , el solo se meti y to ",negative
juanma pls .. . si pones eso quemo tu casa,negative
Casa llena Imagen Modeling by La Gatita regstrate para informacin en http://t.co/jScmcmaN0W ,positive
si eso que acabis de poner es un spoiler os voy a odiar forever,positive
Maana subo un vdeo a YellowMellow que OS ASEGURO que no os podis perder . Os lo digo por vuestro bien .. . ,positive
jajajajaja lo funny que el nombre itself mas que dice yal suena yal cc !,positive
"If you obey all the rules , you miss all the fun .  K . Hepburn Alistandonos para este fin de semana !  http://t.co/ZcIQU071BE",positive
RT : Mi spring break body est .. . no s dnde est .,negative
Estoy deshaciendo la maleta bailando a tope con las canciones que sonaron durante la actuacin de . THE FEELS . SO MANY OF THEM .,positive
"En Rincn , a stephanie le pas una ola gigante por encima y ella crea que solo por tener la mano arriba haba salvado su medalla .. SIKE",neutral
Un look sexy y moderno luci http://t.co/CaJ3xZNA0n,neutral
"Hola ! La nica tarjeta que manejamos para iPhone , es la Sim Card que da servicio . Se venden directamente en nuestras tiendas . ~ AS",neutral
Mirad lo que tengo zombers ! :D !! ! El cosplay de infamous second son ! ^^ que ganas de terminar el RAP !  Z4E ! ,positive
Un saludito a la rata q est detrs de nosotros haciendo ruido .. . hilo dental contigo,positive
"es pequeo es pequeo , relax",negative
RT : de mis panas porque no tengo crush ni me gusta nadie . ,negative
EH mi internet me est fallando y me va a petar en el directo .. . SORRY . De todas formas seguidme en YouNow para estar al tanto de todo .,neutral
"Mayri super mam "" voy a dejar a las nenas en su casa , para entonces bajar a Rio Mar a un baby shower """,positive
RT : La razn de mi sonrisa  Te amo  ,positive
Despirtate con football . Durmete con . Juegos de NFL en vivo . Incluido en Verizon . ,positive
"RT : JAJAJAJAJAJAJAJAAJ , t debiste tener una infancia fina porque mi San Valentn era bullying pero pasivo JAJAJA ",positive
RT :  Es MOMENTO de ENTRENAR un POQUILLO al para el de MAANA  Y ms con esto de FONDO  htt,positive
RT : No Tengo Dinero Behind The Scenes Pics http://t.co/xSrcWHlOvf .. .,neutral
Multiply || ed sheeran .. .. album nuevo es pura perfeccion,positive
RT : Kronno la imagen de yo la edite para ti espero que te mejores y esos carteles son Para ti ,neutral
Gracias Marina el vestido es de la marca black halo pero puedes encontrar similares de ese estilo en Bebe,positive
JAJAJAJAJAJAJJ,positive
Beware Prepas Colegiales  ,negative
RT : mmm  ok http://t.co/aJZSAfMo9S,neutral
RT : $24 mascara .. . we do n't do tears bitch,negative
Gracias amiga que bueno que te gusto mi trabajo y con la Barbie que tengo es fcil . Love u,positive
Happy new year 2013 time . Feliz 2013 . Weppa !! !! http://t.co/4tz4rW3o,positive
si para algo somos youtubers es para animarnos mutuamente !! nimo FERNAN !! !,positive
Welcome Imagen Modeling by La Gatita . Registraciones ,positive
RT : ve The impossible,neutral
RT : No estoy ready pa ' maana,negative
,positive
"RT : Una semana mas de senior year y se acabo lo que se daba , despues cada cual se va por su lado",neutral
Orange is the new black .. . hoy no duermo,positive
Siento que dej una parte de m en Milwaukee . I miss Marquette too much .,negative
Vamos pan agua ,positive
Si tuviera jeva ira ahora mismo a visitarla con movies y munchies .,positive
Que ganitas de que me den mi edicin especial de The Divisin ! Pronto tendr que hacer todos los unboxin ! :D,positive
": sesin de fotos con el buen y para "" Marcelo "" soon ! Super team ! Styling http://t.co/qxtMIjAMer",positive
Sabes nena me encanta el color pero las pulceras no like,neutral
"Si le quieres desear el mal a alguien , pide que le de celiac disease .. . No poder comer gluten es tortura",positive
Veo a mis nias y cada sbados me emocionan ms .. . Imagen Modeling by La Gatita  ,neutral
Lu para salir de Rio Hondo Mall NO funciona !! ! Mega revolu !! !,negative
RT : tu lo sabes brother,positive
""" : Chico que le gustara ir al prom de la ASJ , que me lo deje saber . Gracias . """,positive
"RT : No soy mi Twitter , ni mi FB , ni mi IG , ni mi phhhoto y tampoco mi SC . Ves lo que quiero que veas . No me conoces , no te equ",negative
: Check out Awkward Family Photos : Holiday Edition ! We think is the best .. . http://t.co/Jo1O8Uq0 - sp  Vean la foto !! !!,positive
"RT : Para mi el "" pinky promise "" es algo serio .",neutral
RT : I added a video to a playlist http://t.co/EEAzkMtKJb La llegada de Hans MeBier,positive
RT : LANA DEL REY : - all she wants to do is get high by the beach - wish she was dead - has got the summertime sadness ,positive
"La respuesta de la es : C !  El Motorola DynaTAC 8000x , conocido como "" el ladrillo "" , costaba casi $ 4 , 000 !",neutral
Tip Festivo : haz tus compras desde tu smartphone y ahorra . Aprende cmo aqu : http://t.co/wIIpPpLHxJ http://t.co/wdKuygDVpK,positive
Quieto ver cuan mal esta la economia de este pas con la apertura de Mall of Sj,neutral
"RT : S parte de la fiesta de 48 horas de msica con , menciona y o",positive
! Hasta esta semana . 11 a 7pm Urdesa circunvalacin sur 723 y Guayacanes . ,positive
2 aitos   ,positive
RT : Happy Cinco De Mayo ,positive
actually . 50  es medio centavo  en todo caso sera 50   . 50$ no ?,neutral
: Sperm can live inside a woman 's vagina for up to 5 days waiting for her to begin ovulating .  un saludito !,neutral
Maldita sean los cramps con to .,negative
Verizon to Receive Award for in http://t.co/jZZpZRwqC1 via,positive
RT : Quiero un roadtrip pa ' una buena playita y par de chinchorros,positive
RT : La reina del hype ha hablado,positive
nos dieron la toga :o ohh shit just got real,positive
DANTE VS GERALT | KRONNO & ZARCORT | BATALLA DE HEROES ( Videoclip Oficial ): ,neutral
BIEN CABRON ME LEVANTE A LAS 1 AM Y LO VI Y YO WTFFFFFFF ESTA CABRONA JAJAJAJAJA,positive
"Me voy a comprar 100 , 000 bobby pins a ver si los cabrones se me pierden .",negative
nature is wise . Blusa verde Pant estampado Envos : 096.880.7384 http://t.co/IZNJV4Yj8h,positive
Me equivoco en matematicas un 97  de las veces,negative
Look del dia http://t.co/7afBtQXsZa,positive
RT : Repartir mi confianza se me hace ms difcil que navegar un barco de papel en el Mediterraneo  y con to y eso la cagan,negative
Necesito trabajar de que ASAP,negative
Quien piensas que es esta estrella internacional que se une al Grand Slam Party Latino ?. . Quien  ,negative
Me acaban de decir que soy medio hippie o.O,neutral
RT : Te adorooooo mi mexIcan Styling por muchos aos de xito ms juntas http://t.co/T0ldKfP6gV,positive
RT : Quiero un finde por el west y perderme un poquito,negative
RT :  Por qu la gente se pone bien rara cuando se saludan despus de que se besaron/tuvieron sexo y se qued ah ? Yo dara high f,neutral
RT : Procrastination a su maxima potencia,positive
RT : Cuando me encojono digo cuanta pendej me pasa por la mente y que se joda to .,negative
"RT : For LGBT Latinos , A Need Not To Be Invisible In Tragedy As Orlando Strikes Close To Home ",negative
RT : Aqui se lo tumban to ,neutral
sujeylee and http://t.co/cvyCT10Q,positive
"Cuando tienen 5000 subs , ayudame !! ! Cuando ya tienen 1.000.000 paso de tu puta cara ! Ea youtubers ya os podeis dar por aludidos ! :D",negative
RT : - always tan - surf - beach - perreo intenso - medallas - rubias - pacsun,positive
Medio milln ya mismo mis infectados ! Gracias !! ^^ FAR CRY PRIMAL RAP | KRONNO & CYCLO ,positive
""" : yaaaaaay "" YASS I love company jaja",positive
RT : CRONICAS DE PALMAS PART  ,neutral
Applebee 's! Esta brutal !!,positive
Saln Imagen Modeling by La Gatita ,neutral
Ya Ready y despegamos a las 6Am ,positive
Eiii deja de usar mis quotes ,neutral
Como llegas a salhua clothing ?? Bueno super fcil ! Ubican la calle guayacanes ? ( La calle de los  ,positive
RT : Shoutout a mi higado que fue tremendo campeon este wiken,positive
"Siempre tengo tiempo para mis fans , , de . http://t.co/bkJYL8PWsX ",positive
"Hola , Jesus ! Verizon Wireless solamente ofrece servicios y productos dentro de Estados Unidos . Gracias por su inters . ~ MH",neutral
No hay nada que ver en la tele ? Conctala a tu smartphone y disfruta de tus Vines favoritos . http://t.co/fjpkuJbJiO http://t.co/NfKtaVUCuL,positive
Jajajajajaja acho legit ese ultimo RT,positive
"quisiera in dollar cada vez que hoy han dicho "" shalom """,neutral
Foto de missmiamivip http://t.co/TTsxY4Vgii,positive
RT : Me encantan estas capturas del vlog de Melo   ,positive
Muchas gracias a usted . Estamos para servirle y asesorarle en todo lo necesario con su cuenta de VERIZON WIRELESS . ~ MV,positive
Niggas I won the elections  Soy vice !!,positive
Weekend Imagen Modeling by La Gatita Nuevos cursos registraciones ,neutral
"RT : Cuando te manden pal carajo arranca y vete con gusto , en el carajo habemos tanta gente afuego y hay un party cabron",negative
"Maya estudiante de Imagen Modeling by La Gatita . Nuevos Cursos en enero , ",positive
Cada maana El Nuevo Zol 106.7 ,positive
"Me encanta como Beyonc sigue siendo mega confident de ella misma tras que se las pegaron , real MVP",positive
Gnesis cuando llego Imagen Modeling by La Gatita ahora actual Miss Miami Vip 2015 . te gusta  ,positive
"Ugh que annoying , en la iupi va a ver uno jueves y viernes",positive
perfect . Pues yo entro a las 2pm pero tengo que ir a coger los quizzes de lab,positive
Todos necesitan un poco de energa . Recarga mientras caminas con Mophie Powerstation . ,positive
feliz Jueves Clasico . Nos unimos y decimos NO al  ,neutral
"El vlog de hoy , pequeos jet lags : PRIMEROS ENSAYOS PARA EL CMF ",neutral
me la explot cuando le diste rt a la foto del perro trepau pq me imagine a ti demasiau,positive
RT : Tus snups a las 6:30 am me hacen feliz sabelo ,positive
"RT : Volvamos a irnos OT , volvamos a tirar SM , volvamos a tener TC , no suban screenshots por montarla , volvamos a lo que de verda",positive
"no no , pero yo creo que ya perdi la cordura . siempre est ranting en tw , ayer dijo que tena ni que 53 millones en debt",positive
Busca t Gorra hoy en color Azul . 16 avenida 53  ,positive
Nunca me canso en todas mis visitas a Paris ir al magico http://t.co/Eiz4JzbASR,positive
Me ha gustado un vdeo de de ( ,positive
Es Halloween y yo con tanta tarea,positive
Que pais ganara ? What country will win ?,neutral
jajajajajajajja see what i mean ? ,positive
RT : necesito amigos que sepan de moda y que estn up to date con los trends,positive
RT : YOOOO I TURN 18 THIS YEARRRRRRRR,positive
Ponte en Forma con La Gatita en Westland Mall http://t.co/fL1cexY1mK,positive
